title,price,rating,availability,category,product_url
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,3,In stock,General,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",50.4,3,In stock,General,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html
Reskilling America: Learning to Labor in the Twenty-First Century,19.83,2,In stock,General,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html
"Saga, Volume 5 (Saga (Collected Editions) #5)",51.04,2,In stock,General,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,3,In stock,General,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html
Security,39.25,2,In stock,General,https://books.toscrape.com/catalogue/security_925/index.html
Soul Reader,39.58,2,In stock,General,https://books.toscrape.com/catalogue/soul-reader_926/index.html
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,4,In stock,General,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,5,In stock,General,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html
In the Country We Love: My Family Divided,22.0,4,In stock,General,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html
Join,35.67,5,In stock,General,https://books.toscrape.com/catalogue/join_902/index.html
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,2,In stock,General,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,1,In stock,General,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),19.92,2,In stock,General,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",45.61,3,In stock,General,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",46.91,2,In stock,General,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,4,In stock,General,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,2,In stock,General,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",37.92,2,In stock,General,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html
Bossypants,49.46,2,In stock,General,https://books.toscrape.com/catalogue/bossypants_883/index.html
Burning,28.81,3,In stock,General,https://books.toscrape.com/catalogue/burning_884/index.html
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,5,In stock,General,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html
Camp Midnight,17.08,4,In stock,General,https://books.toscrape.com/catalogue/camp-midnight_886/index.html
"Codename Baboushka, Volume 1: The Conclave of Death",36.72,4,In stock,General,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html
Crown of Midnight (Throne of Glass #2),43.29,3,In stock,General,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html
The Stranger,17.44,4,In stock,General,https://books.toscrape.com/catalogue/the-stranger_861/index.html
The Third Wave: An Entrepreneur’s Vision of the Future,12.61,5,In stock,General,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html
The Vacationers,42.15,4,In stock,General,https://books.toscrape.com/catalogue/the-vacationers_863/index.html
The Wedding Dress,24.12,1,In stock,General,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,58.08,4,In stock,General,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html
Thirteen Reasons Why,52.72,1,In stock,General,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,In stock,General,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html
Throne of Glass (Throne of Glass #1),35.07,3,In stock,General,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,1,In stock,General,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html
The Emerald Mystery,23.15,2,In stock,General,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html
The Genius of Birds,17.24,1,In stock,General,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html
The Girl on the Train,55.02,2,In stock,General,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html
The Glittering Court (The Glittering Court #1),44.28,1,In stock,General,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html
The House by the Lake,36.95,1,In stock,General,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html
The Kite Runner,41.82,4,In stock,General,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,1,In stock,General,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html
Mrs. Houdini,30.25,5,In stock,General,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html
Night Sky with Exit Wounds,41.05,1,In stock,General,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html
"Nightingale, Sing",38.28,1,In stock,General,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html
Poems That Make Grown Women Cry,14.19,4,In stock,General,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,1,In stock,General,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html
Redeeming Love,20.47,5,In stock,General,https://books.toscrape.com/catalogue/redeeming-love_826/index.html
Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,1,In stock,General,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html
Scarlett Epstein Hates It Here,43.55,5,In stock,General,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,3,In stock,General,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html
Doing It Over (Most Likely To #1),35.61,3,In stock,General,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html
Done Rubbed Out (Reightman & Bailey #1),37.72,5,In stock,General,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html
Drive: The Surprising Truth About What Motivates Us,34.95,4,In stock,General,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html
Eureka Trivia 6.0,54.59,4,In stock,General,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html
"Fables, Vol. 1: Legends in Exile (Fables #1)",41.62,4,In stock,General,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html
Finders Keepers (Bill Hodges Trilogy #2),53.53,5,In stock,General,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html
First Steps for New Christians (Print Edition),29.0,1,In stock,General,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,4,In stock,General,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html
Wild Swans,14.36,2,In stock,General,https://books.toscrape.com/catalogue/wild-swans_782/index.html
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",37.34,4,In stock,General,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html
You (You #1),43.61,5,In stock,General,https://books.toscrape.com/catalogue/you-you-1_784/index.html
Zealot: The Life and Times of Jesus of Nazareth,24.7,3,In stock,General,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html
Agnostic: A Spirited Manifesto,12.51,5,In stock,General,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html
Amatus,50.54,5,In stock,General,https://books.toscrape.com/catalogue/amatus_787/index.html
Amid the Chaos,36.58,1,In stock,General,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html
The Rosie Project (Don Tillman #1),54.04,1,In stock,General,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html
The Song of Achilles,37.4,5,In stock,General,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
The Songs of the Gods,44.48,5,In stock,General,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html
The Star-Touched Queen,46.02,5,In stock,General,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html
The Testament of Mary,52.67,4,In stock,General,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html
The Time Keeper,27.88,5,In stock,General,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html
The Wedding Pact (The O'Malleys #2),32.61,3,In stock,General,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html
The White Queen (The Cousins' War #1),25.91,5,In stock,General,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html
Take Me with You,45.21,3,In stock,General,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html
Tastes Like Fear (DI Marnie Rome #3),10.69,1,In stock,General,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html
That Darkness (Gardiner and Renner #1),13.92,1,In stock,General,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html
The 14th Colony (Cotton Malone #11),39.24,1,In stock,General,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,15.77,1,In stock,General,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html
The Bane Chronicles (The Bane Chronicles #1-11),44.73,4,In stock,General,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html
The Darkest Lie,35.35,5,In stock,General,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html
The Dovekeepers,48.78,1,In stock,General,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,2,In stock,General,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,2,In stock,General,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html
Old School (Diary of a Wimpy Kid #10),11.83,5,In stock,General,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html
Once Was a Time,18.28,2,In stock,General,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,3,In stock,General,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html
Pet Sematary,10.56,3,In stock,General,https://books.toscrape.com/catalogue/pet-sematary_726/index.html
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,5,In stock,General,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html
Rain Fish,23.57,3,In stock,General,https://books.toscrape.com/catalogue/rain-fish_728/index.html
"Hush, Hush (Hush, Hush #1)",47.02,3,In stock,General,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,5,In stock,General,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
I Am Pilgrim (Pilgrim #1),10.6,4,In stock,General,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,4,In stock,General,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
Island of Dragons (Unwanteds #7),29.65,1,In stock,General,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,1,In stock,General,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
Lady Midnight (The Dark Artifices #1),16.28,5,In stock,General,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html
Let It Out: A Journey Through Journaling,26.79,5,In stock,General,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html
Cometh the Hour (The Clifton Chronicles #6),25.01,3,In stock,General,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html
Crazy Love: Overwhelmed by a Relentless God,47.72,2,In stock,General,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html
Daily Fantasy Sports,36.58,1,In stock,General,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html
Dear Mr. Knightley,11.21,5,In stock,General,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,5,In stock,General,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html
Doctor Sleep (The Shining #2),40.12,2,In stock,General,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html
Don't Get Caught,55.35,1,In stock,General,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html
"Eat Fat, Get Thin",54.07,2,In stock,General,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html
Angels & Demons (Robert Langdon #1),51.48,3,In stock,General,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
Angels Walking (Angels Walking #1),34.2,2,In stock,General,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,4,In stock,General,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
Art Ops Vol. 1,48.8,3,In stock,General,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html
Balloon Animals,17.03,3,In stock,General,https://books.toscrape.com/catalogue/balloon-animals_665/index.html
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,5,In stock,General,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
Barefoot Contessa Back to Basics,28.01,1,In stock,General,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
Batman: Europa,32.01,2,In stock,General,https://books.toscrape.com/catalogue/batman-europa_668/index.html
The Silent Sister (Riley MacPherson #1),46.29,5,In stock,General,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html
The Star-Touched Queen,32.3,5,In stock,General,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,1,In stock,General,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
Will You Won't You Want Me?,13.86,3,In stock,General,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html
13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,1,In stock,General,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html
My Kitchen Year: 136 Recipes That Saved My Life,11.53,2,In stock,General,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
Rook,37.86,4,In stock,General,https://books.toscrape.com/catalogue/rook_647/index.html
Searching for Meaning in Gailana,38.73,1,In stock,General,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html
How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,5,In stock,General,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html
"Love, Lies and Spies",20.55,2,In stock,General,https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html
Most Wanted,35.28,3,In stock,General,https://books.toscrape.com/catalogue/most-wanted_623/index.html
Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,In stock,General,https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html
No Love Allowed (Dodge Cove #1),54.65,4,In stock,General,https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html
One with You (Crossfire #5),15.71,4,In stock,General,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html
Poisonous (Max Revere Novels #3),26.8,3,In stock,General,https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html
Psycho: Sanitarium (Psycho #1.5),36.97,5,In stock,General,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html
Off the Hook (Fishing for Trouble #1),47.67,3,In stock,General,https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html
Playing with Fire,13.71,3,In stock,General,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,2,In stock,General,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html
Sleeping Giants (Themis Files #1),48.74,1,In stock,General,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html
Take Me Home Tonight (Rock Star Romance #3),53.98,3,In stock,General,https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html
The Art of Startup Fundraising,21.0,3,In stock,General,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html
The Improbability of Love,59.45,1,In stock,General,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html
"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,4,In stock,General,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,5,In stock,General,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,2,In stock,General,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html
11/22/63,48.48,3,In stock,General,https://books.toscrape.com/catalogue/112263_583/index.html
A Gentleman's Position (Society of Gentlemen #3),14.75,5,In stock,General,https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html
A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,3,In stock,General,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html
Adultery,20.88,5,In stock,General,https://books.toscrape.com/catalogue/adultery_586/index.html
Arena,21.36,4,In stock,General,https://books.toscrape.com/catalogue/arena_587/index.html
Born for This: How to Find the Work You Were Meant to Do,21.59,5,In stock,General,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html
Don't Forget Steven,33.23,1,In stock,General,https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html
Dress Your Family in Corduroy and Denim,43.68,3,In stock,General,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html
"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,4,In stock,General,https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,1,In stock,General,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html
Modern Day Fables,47.44,2,In stock,General,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,4,In stock,General,https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html
Nap-a-Roo,25.08,1,In stock,General,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,5,In stock,General,https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html
Shadows of the Past (Logan Point #1),39.67,5,In stock,General,https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html
Silence in the Dark (Logan Point #4),58.33,3,In stock,General,https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html
Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,5,In stock,General,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html
South of Sunshine,28.93,1,In stock,General,https://books.toscrape.com/catalogue/south-of-sunshine_544/index.html
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,1,In stock,General,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html
The Grownup,35.88,1,In stock,General,https://books.toscrape.com/catalogue/the-grownup_546/index.html
The High Mountains of Portugal,51.15,1,In stock,General,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html
The Martian (The Martian #1),41.39,2,In stock,General,https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html
History of Beauty,10.29,4,In stock,General,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html
Howl and Other Poems,40.45,2,In stock,General,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html
Hystopia: A Novel,21.96,4,In stock,General,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html
I Will Find You,44.21,1,In stock,General,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html
